index,Gênero,Idoso,Parceiro,Dependentes,Fidelidade,Churn,Internet,Segurança Online,Backup Online,Proteção no Dispositivo,Suporte Técnico,TV a Cabo,Streaming de Filmes,Serviço Telefônico,Diversas Linhas de Telefone,Contrato,Fatura Online,Método de Pagamento,Despesa Mensal,Despesa Total,Gasto Diário
4524,Female,1,Sim,Não,46,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Débito eletrônico,100.25,4753.85,3.37
4525,Female,0,Não,Não,22,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Credit card (automatic),76.0,1783.6,2.58
4526,Male,0,Não,Não,9,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Débito eletrônico,19.9,164.6,0.55
4527,Male,0,Não,Não,52,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Não,Credit card (automatic),63.9,3334.95,2.1
4528,Female,0,Não,Não,3,Sim,Fibra ótica,Não,Não,Sim,Sim,Não,Não,Sim,Não,Mensal,Não,Credit card (automatic),80.1,217.55,1.81
4529,Female,0,Sim,Sim,25,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Credit card (automatic),58.6,1502.65,1.93
4530,Male,1,Não,Não,9,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),99.45,919.4,3.06
4531,Female,1,Não,Não,64,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,43.85,2751.0,1.41
4532,Male,0,Sim,Não,63,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Dois anos,Não,Credit card (automatic),99.7,6330.4,3.3
4533,Female,0,Não,Não,50,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,95.7,4729.75,3.09
4534,Female,0,Sim,Sim,22,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,55.15,1206.05,1.75
4535,Male,0,Não,Não,15,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,99.7,1566.75,3.26
4536,Male,0,Não,Sim,57,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Pagamento físico,19.6,1170.55,0.67
4537,Female,0,Sim,Não,17,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),75.4,1322.55,2.45
4538,Male,0,Não,Não,6,Não,DSL,Não,Sim,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,59.45,357.6,1.7
4539,Male,0,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),73.25,131.05,1.46
4540,Female,0,Não,Não,42,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Pagamento físico,20.65,958.1,0.74
4542,Male,0,Sim,Não,69,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Não,Bank transfer (automatic),99.5,6841.45,3.26
4543,Female,0,Não,Sim,15,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),69.0,994.8,2.07
4544,Male,1,Não,Não,6,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,79.7,497.6,2.37
4545,Male,0,Sim,Sim,56,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Não,Sem serviço telefônico,Um ano,Sim,Pagamento físico,52.0,2884.9,1.69
4546,Female,1,Não,Não,1,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,85.0,85.0,1.42
4547,Male,0,Sim,Sim,4,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.5,77.6,0.52
4548,Female,0,Não,Não,45,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),89.3,4192.15,3.04
4549,Male,0,Sim,Não,22,Não,Fibra ótica,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Credit card (automatic),95.9,2234.95,3.24
4550,Female,0,Sim,Sim,72,Não,Fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),99.9,7251.7,3.31
4551,Female,1,Não,Não,5,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Débito eletrônico,28.45,131.05,0.73
4552,Female,0,Não,Sim,18,Sim,DSL,Não,Não,Não,Não,Não,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,35.0,553.0,0.97
4553,Male,0,Sim,Não,66,Não,Fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Pagamento físico,96.6,6424.25,3.2
4554,Female,1,Sim,Não,23,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,95.1,2326.05,3.23
4555,Male,0,Sim,Sim,62,Não,Fibra ótica,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Credit card (automatic),94.95,5791.85,3.06
4556,Female,0,Não,Não,23,Não,DSL,Não,Não,Não,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,44.95,996.85,1.38
4557,Male,0,Sim,Sim,69,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),95.2,6671.7,3.18
4558,Male,0,Sim,Sim,61,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,20.4,1226.45,0.66
4559,Female,0,Sim,Sim,70,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),80.6,5460.2,2.56
4560,Male,0,Não,Não,54,Não,Fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Um ano,Não,Débito eletrônico,84.4,4484.05,2.72
4561,Female,0,Sim,Não,37,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Um ano,Não,Credit card (automatic),68.1,2479.25,2.17
4562,Female,0,Sim,Sim,71,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Pagamento físico,71.1,5224.95,2.42
4563,Male,0,Sim,Sim,13,Não,DSL,Não,Não,Não,Não,Sim,Sim,Sim,Não,Um ano,Sim,Débito eletrônico,64.75,877.35,2.09
4564,Male,0,Sim,Não,71,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),104.15,7365.3,3.41
4565,Male,0,Não,Não,4,Não,DSL,Não,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,50.8,202.3,1.35
4566,Male,0,Não,Não,7,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Não,Pagamento físico,23.5,173.0,0.72
4567,Male,0,Sim,Não,68,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),90.8,6302.85,3.04
4568,Male,1,Não,Não,32,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),81.1,2619.25,2.65
4569,Male,0,Não,Não,1,Não,DSL,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Pagamento físico,62.8,62.8,1.05
4570,Male,0,Não,Não,4,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,19.7,117.8,0.79
4571,Female,0,Não,Não,26,Não,DSL,Não,Sim,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Credit card (automatic),54.75,1406.9,1.74
4572,Female,0,Não,Não,42,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Um ano,Não,Credit card (automatic),73.9,3160.55,2.45
4573,Male,0,Não,Não,31,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.4,609.1,0.63
4574,Male,0,Sim,Sim,69,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Um ano,Não,Credit card (automatic),95.75,6511.25,3.1
4575,Female,0,Não,Não,65,Não,Fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Um ano,Sim,Débito eletrônico,89.85,5844.65,2.95
4576,Female,1,Sim,Não,30,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,90.05,2627.2,2.82
4577,Male,0,Sim,Não,60,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Um ano,Sim,Débito eletrônico,94.4,5610.25,3.07
4580,Female,0,Não,Não,2,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Pagamento físico,86.2,178.7,1.99
4581,Female,0,Não,Não,9,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.25,186.15,0.62
4582,Female,0,Não,Não,44,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Sim,Débito eletrônico,49.05,2265.0,1.68
4583,Male,0,Não,Sim,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Dois anos,Sim,Credit card (automatic),76.9,5522.7,2.56
4584,Male,1,Não,Não,22,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),90.5,1910.6,2.77
4585,Female,0,Sim,Não,56,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,98.0,5270.6,3.08
4586,Male,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),25.55,1867.7,0.85
4587,Male,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.95,19.95,0.33
4588,Female,0,Sim,Sim,20,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Sim,Bank transfer (automatic),25.55,507.4,0.81
4589,Female,0,Sim,Sim,54,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Não,Bank transfer (automatic),69.95,3871.85,2.35
4590,Female,0,Não,Não,23,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,79.1,1783.75,2.48
4591,Male,0,Sim,Sim,33,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Pagamento físico,73.9,2405.05,2.36
4592,Male,0,Não,Não,50,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),24.9,1195.25,0.78
4593,Male,0,Sim,Não,72,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,109.65,7880.25,3.6
4594,Female,0,Não,Não,19,Não,DSL,Não,Sim,Não,Não,Sim,Não,Sim,Não,Um ano,Não,Débito eletrônico,58.2,1045.25,1.74
4595,Female,0,Sim,Não,70,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,110.5,7752.05,3.64
4596,Male,0,Não,Não,22,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,79.35,1730.35,2.51
4597,Female,0,Sim,Não,59,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Débito eletrônico,93.35,5386.5,2.99
4598,Male,0,Não,Sim,31,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Pagamento físico,79.45,2587.7,2.7
4600,Female,0,Não,Não,29,Não,DSL,Não,Sim,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Débito eletrônico,55.25,1620.2,1.8
4601,Male,0,Não,Não,3,Sim,DSL,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,49.9,130.1,1.08
4602,Male,0,Não,Não,69,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),104.05,7262.0,3.46
4603,Female,0,Sim,Não,71,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Débito eletrônico,109.25,7707.7,3.57
4604,Female,0,Não,Não,29,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,78.9,2384.15,2.65
4605,Male,1,Não,Não,53,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,54.45,2854.55,1.76
4606,Female,0,Não,Não,1,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Bank transfer (automatic),29.95,29.95,0.5
4607,Male,0,Sim,Sim,20,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,90.2,1776.55,2.82
4608,Female,0,Não,Sim,11,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Credit card (automatic),19.7,216.2,0.6
4610,Male,0,Sim,Sim,49,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Credit card (automatic),59.6,2970.3,1.98
4611,Male,0,Sim,Não,49,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Dois anos,Sim,Débito eletrônico,94.8,4690.65,3.13
4612,Male,0,Não,Não,59,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.35,1099.6,0.61
4613,Male,0,Não,Não,8,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito eletrônico,100.85,819.55,3.04
4614,Female,1,Não,Não,11,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),95.15,997.65,2.77
4615,Male,0,Sim,Não,11,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),80.5,896.9,2.49
4616,Male,0,Não,Não,20,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,85.25,1734.5,2.75
4617,Male,0,Não,Não,10,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),72.15,794.25,2.41
4618,Male,0,Sim,Sim,67,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Um ano,Sim,Credit card (automatic),69.35,4653.25,2.28
4619,Male,0,Não,Não,65,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),110.0,7138.65,3.61
4620,Male,0,Não,Não,3,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Não,Sem serviço telefônico,Mensal,Sim,Pagamento físico,40.15,130.75,1.09
4621,Female,0,Não,Não,13,Não,DSL,Não,Sim,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,31.65,389.95,0.93
4622,Male,0,Não,Não,48,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Credit card (automatic),78.9,3771.5,2.57
4623,Male,0,Não,Não,71,Não,Fibra ótica,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Sim,Credit card (automatic),86.4,6172.0,2.86
4624,Male,0,Não,Não,9,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,73.8,704.3,2.35
4625,Female,0,Sim,Sim,50,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),20.55,1070.25,0.7
4626,Female,0,Sim,Não,62,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Débito eletrônico,104.3,6613.65,3.5
4627,Female,0,Sim,Sim,31,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Pagamento físico,81.15,2545.75,2.65
4628,Female,0,Não,Não,20,Não,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Credit card (automatic),24.9,505.95,0.8
4629,Male,0,Sim,Não,69,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.9,1363.45,0.65
4630,Male,0,Não,Não,34,Não,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Bank transfer (automatic),25.05,852.7,0.81
4631,Male,1,Sim,Não,44,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Um ano,Não,Pagamento físico,88.4,3912.9,2.9
4632,Male,0,Não,Não,10,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,74.15,811.8,2.46
4633,Male,0,Sim,Sim,72,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Credit card (automatic),55.45,4179.2,1.91
4634,Female,0,Não,Não,53,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.85,1049.6,0.65
4635,Male,1,Não,Não,4,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,94.75,422.4,2.82
4636,Male,0,Não,Não,3,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,41.35,107.25,0.89
4637,Male,0,Não,Não,67,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Bank transfer (automatic),88.8,5903.15,2.89
4638,Female,0,Não,Não,35,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,86.45,3029.1,2.8
4639,Female,0,Sim,Sim,54,Não,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),104.1,5645.8,3.42
4640,Female,0,Não,Não,1,Sim,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,95.6,95.6,1.59
4641,Female,0,Não,Não,3,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,80.5,232.35,1.94
4642,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,74.9,74.9,1.25
4643,Female,1,Não,Não,31,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Credit card (automatic),73.55,2094.65,2.18
4644,Male,0,Sim,Não,42,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,108.3,4586.15,3.56
4645,Female,0,Sim,Sim,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Credit card (automatic),87.25,6328.7,2.93
4646,Male,0,Não,Não,24,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,96.0,2122.45,2.83
4647,Female,0,Sim,Sim,13,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Pagamento físico,63.15,816.8,1.94
4648,Male,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Bank transfer (automatic),24.8,24.8,0.41
4649,Female,0,Não,Não,38,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Credit card (automatic),68.15,2656.3,2.27
4650,Male,0,Sim,Sim,4,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.5,96.85,0.65
4651,Female,0,Sim,Sim,68,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),89.05,6185.8,2.99
4652,Female,0,Sim,Não,61,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),25.3,1554.9,0.84
4653,Male,0,Sim,Sim,16,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Dois anos,Não,Pagamento físico,64.25,1024.0,2.01
4654,Female,0,Sim,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,78.8,78.8,1.31
4655,Male,0,Sim,Não,46,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Dois anos,Não,Pagamento físico,65.65,3047.15,2.16
4656,Male,1,Sim,Sim,72,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),104.1,7447.7,3.4
4657,Male,0,Não,Não,4,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,77.85,299.2,1.99
4658,Male,0,Não,Não,5,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.95,107.05,0.59
4659,Female,0,Sim,Não,60,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,106.15,6411.25,3.5
4660,Male,0,Sim,Não,10,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.1,659.65,2.0
4661,Male,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.2,20.2,0.34
4663,Female,1,Sim,Não,39,Não,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Um ano,Não,Pagamento físico,99.1,3877.95,3.23
4664,Female,0,Não,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),73.0,5265.2,2.4
4666,Female,0,Sim,Sim,49,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),107.95,5293.2,3.53
4667,Male,0,Não,Sim,62,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Um ano,Não,Bank transfer (automatic),56.15,3487.95,1.85
4668,Female,0,Não,Sim,1,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,73.6,73.6,1.23
4669,Female,0,Sim,Não,34,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,97.65,3207.55,3.05
4670,Male,0,Não,Não,3,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.7,57.5,0.48
4671,Female,0,Não,Não,48,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),107.4,5121.3,3.48
4672,Female,1,Sim,Não,43,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Não,Credit card (automatic),55.55,2342.2,1.77
4673,Female,0,Não,Não,6,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,79.05,434.5,2.07
4674,Male,0,Não,Não,4,Não,DSL,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Pagamento físico,55.3,238.5,1.59
4675,Female,0,Não,Não,25,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Não,Débito eletrônico,61.05,1540.2,1.97
4676,Female,1,Não,Não,25,Sim,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Pagamento físico,102.8,2660.2,3.41
4677,Female,0,Não,Não,51,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),24.95,1288.0,0.83
4678,Female,1,Não,Não,2,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),83.8,163.7,1.82
4679,Female,0,Não,Não,66,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Bank transfer (automatic),104.55,6779.05,3.37
4680,Male,0,Sim,Sim,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Pagamento físico,89.4,6376.55,2.91
4681,Female,0,Não,Não,9,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,45.15,416.45,1.39
4682,Male,0,Sim,Sim,17,Sim,Fibra ótica,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,89.4,1539.45,2.85
4683,Female,0,Não,Não,46,Não,DSL,Não,Não,Não,Não,Não,Sim,Sim,Não,Um ano,Não,Credit card (automatic),55.65,2688.85,1.91
4684,Male,0,Sim,Sim,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,68.5,68.5,1.14
4685,Male,0,Não,Não,11,Não,Fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),79.5,795.65,2.21
4686,Male,0,Sim,Não,51,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),83.25,4089.45,2.62
4687,Female,0,Sim,Não,62,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Pagamento físico,81.0,4985.9,2.64
